livelihood_zone_corrected,months,year,year_month,month,livelihood_system,cdi,cmb,conflict_fatalities,conflict_incidents,goat_price,maize_price,ndvi,rainfall,rice_price,river_level,sorghum_price,water_price
Guban Pastoral,December,2022,2022-12,Dec,Pastoral,0.82,1187875,0,1,575000,6000,0.185,3.805,8750,,8000,5000
Guban Pastoral,January,2023,2023-01,Jan,Pastoral,1.36,1212250,0,1,537500,6000,0.225,12.155,8000,,8000,5000
Guban Pastoral,February,2023,2023-02,Feb,Pastoral,1.215,1263250,0,1,518750,8500,0.235,5.395,8000,,7500,5000
Guban Pastoral,March,2023,2023-03,Mar,Pastoral,1.5,1273375,0,1,498750,8125,0.215,31.505,7875,,8062.5,5000
Guban Pastoral,April,2023,2023-04,Apr,Pastoral,1.98,1310750,0,1,501666.5,8000,0.225,45.86,7812.5,,7875,5000
Guban Pastoral,May,2023,2023-05,May,Pastoral,2.075,1236500,1,1,495000,8000,0.205,33.11,7750,,7600,5000
Guban Pastoral,June,2023,2023-06,Jun,Pastoral,2.235,1263250,0,1,495000,8000,0.175,1.24,7750,,8000,5000
Guban Pastoral,July,2023,2023-07,Jul,Pastoral,1.98,1257500,0,1,493000,8000,0.14,4.4,7750,,7100,5000
Guban Pastoral,August,2023,2023-08,Aug,Pastoral,1.39,1263250,0,1,508750,8000,0.14,6.235,8000,,7250,5000
Guban Pastoral,September,2023,2023-09,Sep,Pastoral,1.165,1235750,0,1,495000,8000,0.145,16.87,8000,,7750,5000
Guban Pastoral,October,2023,2023-10,Oct,Pastoral,1.27,1377000,0,1,445000,8000,0.18,35.33,8000,,7750,5000
Guban Pastoral,November,2023,2023-11,Nov,Pastoral,1.37,1319875,0,1,445000,8000,0.265,19.305,8500,,8250,6000
Guban Pastoral,December,2023,2023-12,Dec,Pastoral,1.88,1289625,0,1,445000,8000,0.28,8.34,8500,,8187.5,6000
Guban Pastoral,January,2024,2024-01,Jan,Pastoral,2.46,1253250,0,1,700000,6125,0.22,8.89,9250,,8250,5000
Guban Pastoral,February,2024,2024-02,Feb,Pastoral,2.125,1253250,0,1,300000,6000,0.16,5.085,9250,,8250,5000
Guban Pastoral,March,2024,2024-03,Mar,Pastoral,1.94,1386187.5,0,1,411250,8000,0.145,14.625,9000,,7500,5000
Guban Pastoral,April,2024,2024-04,Apr,Pastoral,1.875,1295500,0,1,451000,8000,0.17,34.74,8800,,7500,5000
Guban Pastoral,May,2024,2024-05,May,Pastoral,1.31,1385150,0,1,461250,8000,0.17,5.13,11266.66667,,7750,5000
Guban Pastoral,June,2024,2024-06,Jun,Pastoral,1.405,1368625,0,1,587500,8000,0.13,1.085,9000,,8000,5000
Guban Pastoral,July,2024,2024-07,Jul,Pastoral,1.74,1438150,0,1,514000,8250,0.115,19.48,9000,,8000,5000
Guban Pastoral,August,2024,2024-08,Aug,Pastoral,1.74,1518000,0,1,511875,8250,0.14,19.48,8625,,8000,5000
Guban Pastoral,September,2024,2024-09,Sep,Pastoral,1.295,1288900,0,1,379000,8400,0.15,10.645,9060,,8000,5000
Guban Pastoral,October,2024,2024-10,Oct,Pastoral,1,1297606.25,0,1,455000,6000,0.18,43.5,9475,,8437.5,5000
Guban Pastoral,November,2024,2024-11,Nov,Pastoral,1.25,1395812.5,0,1,768000,6000,0.195,11.415,23625,,9000,5000
Guban Pastoral,December,2024,2024-12,Dec,Pastoral,2.295,1395812.5,0,1,653550,5500,0.195,8.09,9750,,9000,5000
Guban Pastoral,January,2025,2025-01,Jan,Pastoral,4.01,1450710.42,0,1,547967,5500,0.175,7.655,13377,,8850,5000
Guban Pastoral,February,2025,2025-02,Feb,Pastoral,1.155,1462023.25,0,1,569539,5500,0.14,3.15,14659,,8950,5000
Guban Pastoral,March,2025,2025-03,Mar,Pastoral,1.13,1423250,0,1,517000,6000,0.12,9.875,10000,,9000,27500
Guban Pastoral,April,2025,2025-04,Apr,Pastoral,0.735,1484000,0,1,511250,6000,0.115,9.905,9750,,9000,5000
Guban Pastoral,May,2025,2025-05,May,Pastoral,0.77,1482875,0,1,560625,6500,0.105,14.77,9444.333333,,8750,30835
Guban Pastoral,June,2025,2025-06,Jun,Pastoral,0.83,1485250,0,1,558750,6000,0.1,0.86,9750,,9000,5000
Guban Pastoral,July,2025,2025-07,Jul,Pastoral,-0.725,1519500,0,1,590250,6900,0.095,5.035,9000,,8800,37500
Guban Pastoral,August,2025,2025-08,Aug,Pastoral,-76.94,1515125,0,1,582500,9000,0.115,26.34,10000,,9000,5000
Guban Pastoral,September,2025,2025-09,Sep,Pastoral,-0.915,1532750,0,1,600000,9000,0.125,12.055,10000,,9000,5000
Guban Pastoral,October,2025,2025-10,Oct,Pastoral,0.805,1581750,0,1.5,550000,9000,0.13,16.045,10000,,9000,5000
Guban Pastoral,November,2025,2025-11,Nov,Pastoral,0.845,1107755,0,2.5,500000,9000,0.145,6.52,10000,,10000,5000
Guban Pastoral,December,2025,2025-12,Dec,Pastoral,-10.235,355500,1,8,435000,6000,0.165,9.48,9000,,10000,5000
Guban Pastoral,January,2026,2026-01,Jan,Pastoral,2.4,355500,25.5,9.5,372500,6000,0.165,8.685,9000,,10000,5000
Guban Pastoral,February,2026,2026-02,Feb,Pastoral,1.19,355500,2,5.5,316667,6000,0.135,5.175,9000,,9000,5000
Guban Pastoral,March,2026,2026-03,Mar,Pastoral,1.285,355500,0,2,308000,6000,0.135,21.745,9400,,9000,5000
Guban Pastoral,April,2026,2026-04,Apr,Pastoral,1.645,355500,0,1,455750,6000,0.185,23.67,10500,,9000,5000
Guban Pastoral,May,2026,2026-05,May,Pastoral,1.525,355500,0,1,587500,6000,0.165,10.81,11000,,9000,5000
NE Northern Inland Pastoral,January,2015,2015-01,Jan,Pastoral,0.723333333,4021372.5,1,2,1285250,20400,0.213333333,1.043333333,15575,,21600,12100
NE Northern Inland Pastoral,February,2015,2015-02,Feb,Pastoral,0.773333333,3991500,1,2,1326250,20000,0.18,0.473333333,15500,,20250,12125
NE Northern Inland Pastoral,March,2015,2015-03,Mar,Pastoral,0.863333333,4058725,0.5,2,1275000,20200,0.173333333,10.01666667,16100,,20600,15000
NE Northern Inland Pastoral,April,2015,2015-04,Apr,Pastoral,0.59,4063000,7,2,1227500,19000,0.186666667,18.63666667,16500,,21000,12000
NE Northern Inland Pastoral,May,2015,2015-05,May,Pastoral,0.9,3973375,1,2,1292500,18000,0.213333333,37.01,15875,,18750,14500
NE Northern Inland Pastoral,June,2015,2015-06,Jun,Pastoral,1.043333333,3982387.5,1,2,1313125,19500,0.193333333,1.706666667,15750,,20000,17000
NE Northern Inland Pastoral,July,2015,2015-07,Jul,Pastoral,0.9,3973575,0,1,1353500,20800,0.16,0.266666667,15700,,21200,13250
NE Northern Inland Pastoral,August,2015,2015-08,Aug,Pastoral,0.693333333,3942075,0.333333333,2.333333333,1391250,19500,0.16,2.136666667,16000,,20000,13000
NE Northern Inland Pastoral,September,2015,2015-09,Sep,Pastoral,0.786666667,3972688.75,0,1,1388750,20000,0.18,6.27,15625,,21250,12000
NE Northern Inland Pastoral,October,2015,2015-10,Oct,Pastoral,0.723333333,4049907.5,1,2,1321250,21000,0.203333333,25.72,15000,,22000,12000
NE Northern Inland Pastoral,November,2015,2015-11,Nov,Pastoral,0.656666667,4062110,2,4,1316250,22000,0.23,6.31,15750,,22750,12000
NE Northern Inland Pastoral,December,2015,2015-12,Dec,Pastoral,0.696666667,4229922.5,1,3,1250000,22500,0.21,3.92,16000,,23250,15750
NE Northern Inland Pastoral,January,2016,2016-01,Jan,Pastoral,0.736666667,4185297.5,0,2,1256250,22000,0.18,1.066666667,15750,,22500,15750
NE Northern Inland Pastoral,February,2016,2016-02,Feb,Pastoral,0.69,4264960,1.5,1.5,1229000,21600,0.163333333,0.473333333,15200,,23000,11700
NE Northern Inland Pastoral,March,2016,2016-03,Mar,Pastoral,0.573333333,4315797.5,29.33333333,3,1158750,22000,0.156666667,2.686666667,15500,,24000,12000
NE Northern Inland Pastoral,April,2016,2016-04,Apr,Pastoral,0.616666667,4422485,0.5,1,1148750,24250,0.17,20.19,15625,,25250,12000
NE Northern Inland Pastoral,May,2016,2016-05,May,Pastoral,0.666666667,4386922.5,1.5,3,1113750,21500,0.176666667,35.22333333,16000,,22500,35000
NE Northern Inland Pastoral,June,2016,2016-06,Jun,Pastoral,0.71,4257062.5,1.5,2.5,1175000,21250,0.163333333,1.886666667,16250,,22500,25750
NE Northern Inland Pastoral,July,2016,2016-07,Jul,Pastoral,0.67,4268531.25,5,4,1163750,24500,0.15,0.263333333,16875,,25500,18250
NE Northern Inland Pastoral,August,2016,2016-08,Aug,Pastoral,0.656666667,4329062.5,1,3,1210000,24000,0.15,1.853333333,17250,,26500,17000
NE Northern Inland Pastoral,September,2016,2016-09,Sep,Pastoral,0.67,4298862.5,2,2,1311250,26000,0.156666667,3.58,17500,,26000,17000
NE Northern Inland Pastoral,October,2016,2016-10,Oct,Pastoral,0.503333333,4387875,3,4,1246250,26000,0.176666667,12.79333333,17500,,26000,17000
NE Northern Inland Pastoral,November,2016,2016-11,Nov,Pastoral,0.32,4470562.5,1,2.5,1141250,26500,0.186666667,3.366666667,17750,,27500,17000
NE Northern Inland Pastoral,December,2016,2016-12,Dec,Pastoral,0.343333333,4564750,0.5,1,1029500,27000,0.193333333,19.99,17500,,27500,17000
NE Northern Inland Pastoral,January,2017,2017-01,Jan,Pastoral,0.366666667,4785076.25,0.5,2,1062500,28500,0.186666667,0.946666667,16575,,28000,17000
NE Northern Inland Pastoral,February,2017,2017-02,Feb,Pastoral,0.383333333,4960156.25,0,2,1132500,28500,0.166666667,0.5,16625,,28000,17000
NE Northern Inland Pastoral,March,2017,2017-03,Mar,Pastoral,0.36,5076686,0,1.5,1131250,24000,0.153333333,3.156666667,16500,,27500,17000
NE Northern Inland Pastoral,April,2017,2017-04,Apr,Pastoral,0.726666667,5055843.75,1,2,1156250,23500,0.163333333,17.33333333,17250,,27000,17125
NE Northern Inland Pastoral,May,2017,2017-05,May,Pastoral,1.01,5089340.75,0,1,1270000,22000,0.186666667,73.52666667,18000,,25500,17125
NE Northern Inland Pastoral,June,2017,2017-06,Jun,Pastoral,0.873333333,5025309.5,0,1,1320000,22500,0.176666667,1.543333333,18375,,26000,17125
NE Northern Inland Pastoral,July,2017,2017-07,Jul,Pastoral,0.793333333,4872536,1.5,1,1346250,22000,0.153333333,0.253333333,19100,,24000,17125
NE Northern Inland Pastoral,August,2017,2017-08,Aug,Pastoral,0.863333333,5074373.5,10,1,1260000,21500,0.15,2.056666667,19250,,23500,17125
NE Northern Inland Pastoral,September,2017,2017-09,Sep,Pastoral,0.763333333,5062363.75,1,4,1408750,20000,0.163333333,11.36333333,18000,,22000,18062.5
NE Northern Inland Pastoral,October,2017,2017-10,Oct,Pastoral,0.636666667,5025947,1,4,1456500,23200,0.2,29.93333333,17200,,23200,18000
NE Northern Inland Pastoral,November,2017,2017-11,Nov,Pastoral,0.583333333,5136717.25,1,2,1442500,26000,0.21,3.863333333,18000,,26500,18000
NE Northern Inland Pastoral,December,2017,2017-12,Dec,Pastoral,0.573333333,5265748.5,5,2,1401250,24500,0.183333333,2.95,19250,,27500,18000
NE Northern Inland Pastoral,January,2018,2018-01,Jan,Pastoral,0.55,5203167.25,0,1,1406250,24000,0.163333333,1.036666667,18600,,26000,18000
NE Northern Inland Pastoral,February,2018,2018-02,Feb,Pastoral,0.566666667,5117603.25,1,4,1408750,24000,0.153333333,0.463333333,17625,,25000,18000
NE Northern Inland Pastoral,March,2018,2018-03,Mar,Pastoral,0.596666667,5308187.5,3.666666667,3,1522500,24750,0.15,2.796666667,17500,,25250,18000
NE Northern Inland Pastoral,April,2018,2018-04,Apr,Pastoral,0.96,5108375,3,2.5,1576000,24600,0.163333333,15.53333333,17800,,25200,17700
NE Northern Inland Pastoral,May,2018,2018-05,May,Pastoral,1.726666667,5175309.5,0.5,2,1638750,24750,0.173333333,48.46666667,18000,,26000,17500
NE Northern Inland Pastoral,June,2018,2018-06,Jun,Pastoral,1.97,5059997,0,1,1731250,23500,0.16,1.423333333,17750,,24500,17500
NE Northern Inland Pastoral,July,2018,2018-07,Jul,Pastoral,1.753333333,5150123.5,1,2,1764000,22100,0.146666667,0.253333333,18500,,24200,17600
NE Northern Inland Pastoral,August,2018,2018-08,Aug,Pastoral,1.45,5201998.5,1,1,1717500,24000,0.146666667,1.81,19000,,25250,17500
NE Northern Inland Pastoral,September,2018,2018-09,Sep,Pastoral,1.696666667,5235373.5,1,3,1703750,23500,0.156666667,7.596666667,19000,,24250,17750
NE Northern Inland Pastoral,October,2018,2018-10,Oct,Pastoral,1.76,5321373.5,2,2,1751000,23200,0.183333333,23.82,20000,,24000,17800
NE Northern Inland Pastoral,November,2018,2018-11,Nov,Pastoral,1.12,5321153.25,1,3,1746250,22250,0.193333333,5.006666667,19875,,24000,17500
NE Northern Inland Pastoral,December,2018,2018-12,Dec,Pastoral,0.923333333,5300559.5,0,1,1830000,20750,0.18,5.52,20375,,22500,17500
NE Northern Inland Pastoral,January,2019,2019-01,Jan,Pastoral,1.06,5210028.25,5,2,1760000,20000,0.166666667,1.453333333,19250,,21500,17500
NE Northern Inland Pastoral,February,2019,2019-02,Feb,Pastoral,1.363333333,5381936,0,2,1681250,23500,0.153333333,0.446666667,19000,,24000,17750
NE Northern Inland Pastoral,March,2019,2019-03,Mar,Pastoral,1.11,5356656.25,1,1,1712500,21000,0.15,2.6,18625,,25250,17500
NE Northern Inland Pastoral,April,2019,2019-04,Apr,Pastoral,0.33,5606898.5,1,2,1780500,23000,0.153333333,4.883333333,18900,,26000,17600
NE Northern Inland Pastoral,May,2019,2019-05,May,Pastoral,0.72,5642373.5,0,1.5,1816250,25000,0.176666667,48.04,18750,,27125,17500
NE Northern Inland Pastoral,June,2019,2019-06,Jun,Pastoral,1.01,5322812.5,2,2,1888750,28000,0.186666667,11.86666667,18500,,27000,17750
NE Northern Inland Pastoral,July,2019,2019-07,Jul,Pastoral,1.24,5435287.5,1,1,1918750,28500,0.183333333,0.263333333,19350,,28750,17250
NE Northern Inland Pastoral,August,2019,2019-08,Aug,Pastoral,1.293333333,5425590.75,1,1,1825000,28000,0.166666667,2.163333333,20000,,29500,17500
NE Northern Inland Pastoral,September,2019,2019-09,Sep,Pastoral,1.133333333,5474297,2,2,1808125,29000,0.17,6.28,20000,,30000,17875
NE Northern Inland Pastoral,October,2019,2019-10,Oct,Pastoral,1.713333333,5489390.75,1,2,1836250,27500,0.19,26.13666667,19125,,28500,19062.5
NE Northern Inland Pastoral,November,2019,2019-11,Nov,Pastoral,2.053333333,5488250.125,3,1,1843125,25500,0.233333333,22.52666667,19375,,28000,19250
NE Northern Inland Pastoral,December,2019,2019-12,Dec,Pastoral,3.046666667,5488965.75,1,1.5,1861250,25000,0.296666667,48.00666667,19250,,27000,19250
NE Northern Inland Pastoral,January,2020,2020-01,Jan,Pastoral,2.946666667,5478572,0,3,1911000,24600,0.273333333,1.11,19600,,26400,19250
NE Northern Inland Pastoral,February,2020,2020-02,Feb,Pastoral,2.61,5477372,2,4,1953750,22250,0.226666667,0.47,20250,,24500,19250
NE Northern Inland Pastoral,March,2020,2020-03,Mar,Pastoral,3.183333333,5611372,3,3,1991750,22800,0.206666667,15.19,20872,,24800,19350
NE Northern Inland Pastoral,April,2020,2020-04,Apr,Pastoral,3.453333333,5834076.625,0.5,1,1997500,25625,0.226666667,37.63,23875,,27250,19562.5
NE Northern Inland Pastoral,May,2020,2020-05,May,Pastoral,2.31,5795044.75,0,2,2058750,24875,0.24,33.15666667,24125,,24500,19710
NE Northern Inland Pastoral,June,2020,2020-06,Jun,Pastoral,1.32,5780869,1,1,2084000,24200,0.21,1.406666667,23300,,25400,19858
NE Northern Inland Pastoral,July,2020,2020-07,Jul,Pastoral,1.35,5790000,2,5,2053750,25375,0.183333333,0.26,23250,,26500,19750
NE Northern Inland Pastoral,August,2020,2020-08,Aug,Pastoral,1.736666667,5897659.5,1,1,2024500,26000,0.173333333,2.67,23450,,26900,19750
NE Northern Inland Pastoral,September,2020,2020-09,Sep,Pastoral,1.606666667,5868309.5,1,2,1831875,25875,0.19,13.61333333,23250,,27250,19750
NE Northern Inland Pastoral,October,2020,2020-10,Oct,Pastoral,1.136666667,6092373.5,1,1,2067500,25875,0.223333333,29.63,24000,,26250,21250
NE Northern Inland Pastoral,November,2020,2020-11,Nov,Pastoral,1.08,6324073.125,1,2,2120000,27375,0.223333333,6.186666667,24625,,29750,22375
NE Northern Inland Pastoral,December,2020,2020-12,Dec,Pastoral,1.013333333,6573450.125,0,1,2170000,29750,0.216666667,10.23666667,25875,,32000,19625
NE Northern Inland Pastoral,January,2021,2021-01,Jan,Pastoral,1.16,6619640.625,1,2,2150000,28750,0.196666667,0.943333333,25437.5,,31500,22625
NE Northern Inland Pastoral,February,2021,2021-02,Feb,Pastoral,1.24,6817200.125,1,2,2203333.5,29667,0.18,0.453333333,26500,,32000,23000
NE Northern Inland Pastoral,March,2021,2021-03,Mar,Pastoral,1.16,7077148,1,2,2122000,31600,0.173333333,2.973333333,26650,,33200,23800
NE Northern Inland Pastoral,April,2021,2021-04,Apr,Pastoral,1.066666667,7295404.75,1,2,2224250,33500,0.183333333,15.71666667,28000,,34750,23500
NE Northern Inland Pastoral,May,2021,2021-05,May,Pastoral,0.966666667,7292512.5,2,2,2400000,35600,0.22,38.87,27650,,37200,24100
NE Northern Inland Pastoral,June,2021,2021-06,Jun,Pastoral,0.9,7453326.625,2,2,2449375,36000,0.196666667,1.34,26937.5,,41000,26000
NE Northern Inland Pastoral,July,2021,2021-07,Jul,Pastoral,0.763333333,7392654.75,1,1,2646875,37500,0.166666667,0.58,27812.5,,40500,26625
NE Northern Inland Pastoral,August,2021,2021-08,Aug,Pastoral,0.933333333,5308097,1,1,2547000,38800,0.16,2.386666667,27850,,40000,27200
NE Northern Inland Pastoral,September,2021,2021-09,Sep,Pastoral,1.216666667,7496131.375,1,1,2478750,40000,0.173333333,14.37,28875,,42000,28875
NE Northern Inland Pastoral,October,2021,2021-10,Oct,Pastoral,1.01,7590421.875,0,1,2492500,41000,0.193333333,14.83333333,29875,,42000,28750
NE Northern Inland Pastoral,November,2021,2021-11,Nov,Pastoral,0.706666667,7816261,0,1,2384500,43200,0.203333333,3.94,32100,,44000,29000
NE Northern Inland Pastoral,December,2021,2021-12,Dec,Pastoral,0.546666667,8250512.625,1,2,2420000,44000,0.193333333,3.646666667,32500,,45500,29000
NE Northern Inland Pastoral,January,2022,2022-01,Jan,Pastoral,0.56,8295673.5,1,1.5,2540000,42000,0.18,1.093333333,33600,,42800,30200
NE Northern Inland Pastoral,February,2022,2022-02,Feb,Pastoral,0.536666667,8445562.5,1,2,2598750,42000,0.163333333,0.463333333,33000,,44000,31000
NE Northern Inland Pastoral,March,2022,2022-03,Mar,Pastoral,0.53,8659997,0,1,2650000,44000,0.16,3.49,35000,,45000,30250
NE Northern Inland Pastoral,April,2022,2022-04,Apr,Pastoral,0.463333333,9001686,1,1,2733750,50500,0.16,9.196666667,37000,,48000,31500
NE Northern Inland Pastoral,May,2022,2022-05,May,Pastoral,0.413333333,8987450,1,1,2726500,46400,0.163333333,15.72,36000,,48000,31400
NE Northern Inland Pastoral,June,2022,2022-06,Jun,Pastoral,0.55,9053247,0.666666667,1.333333333,2725000,50000,0.153333333,1.876666667,36000,,48250,31000
NE Northern Inland Pastoral,July,2022,2022-07,Jul,Pastoral,0.68,8746729.375,1,2,2780000,50000,0.14,0.26,37125,,52000,31500
NE Northern Inland Pastoral,August,2022,2022-08,Aug,Pastoral,0.843333333,9857197,1,2,2669500,52800,0.14,2.216666667,38000,,55200,33000
NE Northern Inland Pastoral,September,2022,2022-09,Sep,Pastoral,0.97,9081335.188,0.5,1,2693125,52000,0.16,8.26,37250,,52000,32000
NE Northern Inland Pastoral,October,2022,2022-10,Oct,Pastoral,1,9434847,0,1.5,2722000,51600,0.196666667,31.13,37200,,50000,32200
NE Northern Inland Pastoral,November,2022,2022-11,Nov,Pastoral,0.78,8999383.25,0,2,2682500,46750,0.206666667,3.7,34625,,45700,32000
NE Northern Inland Pastoral,December,2022,2022-12,Dec,Pastoral,1.12,8794522,1,2,2633000,42400,0.19,3.523333333,34000,,44000,31200
NE Northern Inland Pastoral,January,2023,2023-01,Jan,Pastoral,1.316666667,8532600,1,2,2495500,42800,0.193333333,1.023333333,32100,,43400,31600
NE Northern Inland Pastoral,February,2023,2023-02,Feb,Pastoral,1.373333333,8546500,1,5,2398625,43500,0.183333333,0.473333333,31562.5,,44500,32000
NE Northern Inland Pastoral,March,2023,2023-03,Mar,Pastoral,1.293333333,8581814,1,2,2450500,44000,0.176666667,6.473333333,32325,,46250,31250
NE Northern Inland Pastoral,April,2023,2023-04,Apr,Pastoral,1.39,8487062.5,2,2,2555000,45750,0.193333333,13.57,34250,,46000,32000
NE Northern Inland Pastoral,May,2023,2023-05,May,Pastoral,1.37,8179130,6,3,2634000,44520,0.216666667,38.54,32550,,44100,31500
NE Northern Inland Pastoral,June,2023,2023-06,Jun,Pastoral,1.56,8060500,27,6,2738750,45250,0.21,4.376666667,30787.5,,44000,30625
NE Northern Inland Pastoral,July,2023,2023-07,Jul,Pastoral,1.603333333,8230365,1,2,2727400,45200,0.176666667,0.123333333,28450,,46000,30100
NE Northern Inland Pastoral,August,2023,2023-08,Aug,Pastoral,1.55,8158046.875,0,3,2528500,43000,0.163333333,2.123333333,28412.5,,43000,31000
NE Northern Inland Pastoral,September,2023,2023-09,Sep,Pastoral,1.34,8400734.375,1,1,2546250,42500,0.173333333,8.216666667,32187.5,,45625,31000
NE Northern Inland Pastoral,October,2023,2023-10,Oct,Pastoral,1.426666667,8716385,0,3,2597000,45600,0.216666667,35.38,32400,,45600,31000
NE Northern Inland Pastoral,November,2023,2023-11,Nov,Pastoral,1.78,8502593.75,4.5,4,2666500,42500,0.266666667,10.15,32650,,44500,30250
NE Northern Inland Pastoral,December,2023,2023-12,Dec,Pastoral,1.8,8413000,0,1,2704500,42000,0.253333333,5.626666667,32125,,42500,30000
NE Northern Inland Pastoral,January,2024,2024-01,Jan,Pastoral,1.85,8572237.5,0.5,3,2651001,42000,0.206666667,1.033333333,32050,,42000,30000
NE Northern Inland Pastoral,February,2024,2024-02,Feb,Pastoral,1.896666667,8678220.625,1,2,2657500,41500,0.18,0.63,32187.5,,42500,30000
NE Northern Inland Pastoral,March,2024,2024-03,Mar,Pastoral,1.876666667,8633059.5,1,1,2715000,41000,0.17,3.366666667,32250,,41000,30000
NE Northern Inland Pastoral,April,2024,2024-04,Apr,Pastoral,1.36,8666448.5,0.5,1.5,2840000,40200,0.176666667,14.05666667,33760,,40600,29200
NE Northern Inland Pastoral,May,2024,2024-05,May,Pastoral,1.046666667,8259193.375,0,2,2886875,40750,0.21,40.96666667,32687.5,,39250,29000
NE Northern Inland Pastoral,June,2024,2024-06,Jun,Pastoral,1.32,8140795.375,4,4,3003750,40250,0.21,1.393333333,33000,,39500,29000
NE Northern Inland Pastoral,July,2024,2024-07,Jul,Pastoral,2.143333333,8232959.5,0,1,2827750,40300,0.173333333,0.29,32750,,41200,29000
NE Northern Inland Pastoral,August,2024,2024-08,Aug,Pastoral,2.143333333,8472092.25,0,1,2875000,42500,0.156666667,0.29,31625,,46000,29875
NE Northern Inland Pastoral,September,2024,2024-09,Sep,Pastoral,1.516666667,8376825,0,1,2850000,44400,0.163333333,5.536666667,32500,,44000,31000
NE Northern Inland Pastoral,October,2024,2024-10,Oct,Pastoral,1.3,8311940.625,1,4,2852500,44500,0.19,25.88,32325,,41850,31750
NE Northern Inland Pastoral,November,2024,2024-11,Nov,Pastoral,1.243333333,8504862.5,1,2,2839000,43800,0.196666667,4.316666667,31620,,44000,32000
NE Northern Inland Pastoral,December,2024,2024-12,Dec,Pastoral,1.386666667,8504862.5,1,2,2860000,43600,0.183333333,3.716666667,32460,,45000,31600
NE Northern Inland Pastoral,January,2025,2025-01,Jan,Pastoral,1.353333333,8945959.5,0,1,2842500,45500,0.163333333,1.023333333,33625,,43500,31025
NE Northern Inland Pastoral,February,2025,2025-02,Feb,Pastoral,1.25,8939034.375,0,1,2802500,45250,0.153333333,0.446666667,33812.5,,44300,31850
NE Northern Inland Pastoral,March,2025,2025-03,Mar,Pastoral,1.446666667,9066743.875,4,2,2813800,44400,0.15,3.413333333,32850,,45200,32100
NE Northern Inland Pastoral,April,2025,2025-04,Apr,Pastoral,1.183333333,9219384.375,0,1,2821250,45500,0.17,11.33333333,31125,,45750,32100
NE Northern Inland Pastoral,May,2025,2025-05,May,Pastoral,1.273333333,9201543.75,3,3,2864250,44500,0.18,33.21666667,30525,,45000,32100
NE Northern Inland Pastoral,June,2025,2025-06,Jun,Pastoral,1.58,9126505,1,2,2847000,44400,0.166666667,1.44,31640,,45000,32080
NE Northern Inland Pastoral,July,2025,2025-07,Jul,Pastoral,1.556666667,9232749.5,7,2,2700000,45500,0.146666667,0.27,32525,,44250,32200
NE Northern Inland Pastoral,August,2025,2025-08,Aug,Pastoral,1.653333333,9011217.25,1,1,2360000,45500,0.14,2.17,32250,,43500,32050
NE Northern Inland Pastoral,September,2025,2025-09,Sep,Pastoral,1.633333333,9074923.75,5,5,2646750,43500,0.143333333,6.423333333,30700,,41500,32000
NE Northern Inland Pastoral,October,2025,2025-10,Oct,Pastoral,1.306666667,9144876.5,1,2,2623750,42000,0.153333333,9.736666667,30937.5,,41500,32000
NE Northern Inland Pastoral,November,2025,2025-11,Nov,Pastoral,0.99,9342549.75,0,1,2615000,42500,0.156666667,3.643333333,31387.5,,46000,32000
NE Northern Inland Pastoral,December,2025,2025-12,Dec,Pastoral,0.903333333,9509690,0,1,2400000,44800,0.163333333,3.583333333,32460,,47200,33600
NE Northern Inland Pastoral,January,2026,2026-01,Jan,Pastoral,0.903333333,9691289,1,2,2386250,47000,0.153333333,1.03,32875,,48250,33400
NE Northern Inland Pastoral,February,2026,2026-02,Feb,Pastoral,0.87,9876176.625,0.5,2,2425000,48750,0.143333333,0.466666667,33050,,48000,33400
NE Northern Inland Pastoral,March,2026,2026-03,Mar,Pastoral,1.04,10037916.5,1,2,2446000,47800,0.14,8.21,34280,,48080,34520
NE Northern Inland Pastoral,April,2026,2026-04,Apr,Pastoral,1.453333333,9971373.5,0,1,2487500,49500,0.146666667,10.53333333,35050,,48000,35100
NE Northern Inland Pastoral,May,2026,2026-05,May,Pastoral,0.996666667,9906717.25,2,2,2652500,49400,0.143333333,20.44,35850,,48000,35200
NW Agropastoral,January,2015,2015-01,Jan,Agropastoral,1.17,980770,0,2,337000,4000,0.24,3.165,5150,,3750,7000
NW Agropastoral,February,2015,2015-02,Feb,Agropastoral,0.71,980770,0,2,337900,4000,0.21,3.535,5050,,3562.5,7750
NW Agropastoral,March,2015,2015-03,Mar,Agropastoral,0.515,1009225,0,2,341875,4000,0.195,11.61,4750,,3500,7000
NW Agropastoral,April,2015,2015-04,Apr,Agropastoral,0.205,952100,0,1,310625,4000,0.21,13.125,4750,,3000,7000
NW Agropastoral,May,2015,2015-05,May,Agropastoral,0.215,893225,0,6,285000,4000,0.24,92.3,4850,,3300,6875
NW Agropastoral,June,2015,2015-06,Jun,Agropastoral,0.29,936300,0,1,343400,4120,0.225,21.61,5000,,3700,6250
NW Agropastoral,July,2015,2015-07,Jul,Agropastoral,0.27,945400,0,1,339500,4100,0.195,22.385,4750,,3500,6750
NW Agropastoral,August,2015,2015-08,Aug,Agropastoral,0.35,940300,1,1,365525,4120,0.225,59.915,4750,,3650,6750
NW Agropastoral,September,2015,2015-09,Sep,Agropastoral,0.32,977350,0,1,379375,4000,0.285,49.225,4850,,3200,6250
